Date,DepartmentID,Account,Category,Amount
2024-05-01,4,Office Costs,Expense,6571
2024-05-01,4,Depreciation,Expense,97867
2024-05-01,4,Professional Services,Expense,17209
2024-05-01,5,Gross Written Premium,Income,123550
2024-05-01,5,Net Earned Premium,Income,494146
2024-05-01,5,Reinsurance Recoveries,Income,446364
2024-05-01,5,Investment Income,Income,101218
2024-05-01,5,Commission Income,Income,143296
2024-05-01,5,Claims Paid,Claims,184767
2024-05-01,5,Claims Incurred,Claims,246060
2024-05-01,5,Loss Adjustment Expenses,Claims,245016
2024-05-01,5,Staff Costs,Expense,33441
2024-05-01,5,IT Expenses,Expense,40129
2024-05-01,5,Marketing,Expense,63368
2024-05-01,5,Office Costs,Expense,93122
2024-05-01,5,Depreciation,Expense,45760
2024-05-01,5,Professional Services,Expense,24478
2024-05-01,6,Gross Written Premium,Income,400025
2024-05-01,6,Net Earned Premium,Income,343998
2024-05-01,6,Reinsurance Recoveries,Income,366374
2024-05-01,6,Investment Income,Income,357860
2024-05-01,6,Commission Income,Income,153252
2024-05-01,6,Claims Paid,Claims,103538
2024-05-01,6,Claims Incurred,Claims,20372
2024-05-01,6,Loss Adjustment Expenses,Claims,296940
2024-05-01,6,Staff Costs,Expense,59272
2024-05-01,6,IT Expenses,Expense,90963
2024-05-01,6,Marketing,Expense,99826
2024-05-01,6,Office Costs,Expense,94635
2024-05-01,6,Depreciation,Expense,55040
2024-05-01,6,Professional Services,Expense,76357
2024-05-01,7,Gross Written Premium,Income,212440
2024-05-01,7,Net Earned Premium,Income,88356
2024-05-01,7,Reinsurance Recoveries,Income,288355
2024-05-01,7,Investment Income,Income,377570
2024-05-01,7,Commission Income,Income,277986
2024-05-01,7,Claims Paid,Claims,284652
2024-05-01,7,Claims Incurred,Claims,158077
2024-05-01,7,Loss Adjustment Expenses,Claims,59575
2024-05-01,7,Staff Costs,Expense,81742
2024-05-01,7,IT Expenses,Expense,19971
2024-05-01,7,Marketing,Expense,26599
2024-05-01,7,Office Costs,Expense,88592
2024-05-01,7,Depreciation,Expense,67914
2024-05-01,7,Professional Services,Expense,68055
2024-05-01,8,Gross Written Premium,Income,97697
2024-05-01,8,Net Earned Premium,Income,116239
2024-05-01,8,Reinsurance Recoveries,Income,245469
2024-05-01,8,Investment Income,Income,133106
2024-05-01,8,Commission Income,Income,277499
2024-05-01,8,Claims Paid,Claims,7257
2024-05-01,8,Claims Incurred,Claims,294508
2024-05-01,8,Loss Adjustment Expenses,Claims,161044
2024-05-01,8,Staff Costs,Expense,27654
2024-05-01,8,IT Expenses,Expense,81769
2024-05-01,8,Marketing,Expense,82423
2024-05-01,8,Office Costs,Expense,30320
2024-05-01,8,Depreciation,Expense,21808
2024-05-01,8,Professional Services,Expense,53389
2024-05-01,9,Gross Written Premium,Income,498906
2024-05-01,9,Net Earned Premium,Income,128581
2024-05-01,9,Reinsurance Recoveries,Income,137927
2024-05-01,9,Investment Income,Income,44773
2024-05-01,9,Commission Income,Income,192240
2024-05-01,9,Claims Paid,Claims,219764
2024-05-01,9,Claims Incurred,Claims,62505
2024-05-01,9,Loss Adjustment Expenses,Claims,23135
2024-05-01,9,Staff Costs,Expense,91887
2024-05-01,9,IT Expenses,Expense,97035
2024-05-01,9,Marketing,Expense,48377
2024-05-01,9,Office Costs,Expense,24554
2024-05-01,9,Depreciation,Expense,63491
2024-05-01,9,Professional Services,Expense,56621
2024-05-01,10,Gross Written Premium,Income,255739
2024-05-01,10,Net Earned Premium,Income,330427
2024-05-01,10,Reinsurance Recoveries,Income,488356
2024-05-01,10,Investment Income,Income,289067
2024-05-01,10,Commission Income,Income,319735
2024-05-01,10,Claims Paid,Claims,67261
2024-05-01,10,Claims Incurred,Claims,65948
2024-05-01,10,Loss Adjustment Expenses,Claims,245891
2024-05-01,10,Staff Costs,Expense,34002
2024-05-01,10,IT Expenses,Expense,81098
2024-05-01,10,Marketing,Expense,74016
2024-05-01,10,Office Costs,Expense,27672
2024-05-01,10,Depreciation,Expense,5213
2024-05-01,10,Professional Services,Expense,11293
2024-06-01,1,Gross Written Premium,Income,459076
2024-06-01,1,Net Earned Premium,Income,72507
2024-06-01,1,Reinsurance Recoveries,Income,67134
2024-06-01,1,Investment Income,Income,143172
2024-06-01,1,Commission Income,Income,251225
2024-06-01,1,Claims Paid,Claims,198069
2024-06-01,1,Claims Incurred,Claims,295316
2024-06-01,1,Loss Adjustment Expenses,Claims,287276
2024-06-01,1,Staff Costs,Expense,19199
2024-06-01,1,IT Expenses,Expense,37609
2024-06-01,1,Marketing,Expense,43965
2024-06-01,1,Office Costs,Expense,9016
2024-06-01,1,Depreciation,Expense,40779
2024-06-01,1,Professional Services,Expense,32881
2024-06-01,2,Gross Written Premium,Income,223666
2024-06-01,2,Net Earned Premium,Income,296616
2024-06-01,2,Reinsurance Recoveries,Income,192885
2024-06-01,2,Investment Income,Income,241440
2024-06-01,2,Commission Income,Income,267803
2024-06-01,2,Claims Paid,Claims,172093
2024-06-01,2,Claims Incurred,Claims,160159
2024-06-01,2,Loss Adjustment Expenses,Claims,17828
2024-06-01,2,Staff Costs,Expense,62610
2024-06-01,2,IT Expenses,Expense,97664
2024-06-01,2,Marketing,Expense,2401
2024-06-01,2,Office Costs,Expense,86179
2024-06-01,2,Depreciation,Expense,16193
2024-06-01,2,Professional Services,Expense,93389
2024-06-01,3,Gross Written Premium,Income,448080
2024-06-01,3,Net Earned Premium,Income,423523
2024-06-01,3,Reinsurance Recoveries,Income,374662
2024-06-01,3,Investment Income,Income,291755
2024-06-01,3,Commission Income,Income,184863
2024-06-01,3,Claims Paid,Claims,244719
2024-06-01,3,Claims Incurred,Claims,213475
2024-06-01,3,Loss Adjustment Expenses,Claims,269889
2024-06-01,3,Staff Costs,Expense,56243
2024-06-01,3,IT Expenses,Expense,4866
2024-06-01,3,Marketing,Expense,33245
2024-06-01,3,Office Costs,Expense,45724
2024-06-01,3,Depreciation,Expense,72354
2024-06-01,3,Professional Services,Expense,52374
2024-06-01,4,Gross Written Premium,Income,124397
2024-06-01,4,Net Earned Premium,Income,258552
2024-06-01,4,Reinsurance Recoveries,Income,396721
2024-06-01,4,Investment Income,Income,433332
2024-06-01,4,Commission Income,Income,353173
2024-06-01,4,Claims Paid,Claims,297575
2024-06-01,4,Claims Incurred,Claims,34336
2024-06-01,4,Loss Adjustment Expenses,Claims,60350
2024-06-01,4,Staff Costs,Expense,70561
2024-06-01,4,IT Expenses,Expense,52955
2024-06-01,4,Marketing,Expense,62240
2024-06-01,4,Office Costs,Expense,21093
2024-06-01,4,Depreciation,Expense,7155
2024-06-01,4,Professional Services,Expense,47607
2024-06-01,5,Gross Written Premium,Income,436703
2024-06-01,5,Net Earned Premium,Income,196740
2024-06-01,5,Reinsurance Recoveries,Income,424179
2024-06-01,5,Investment Income,Income,191196
2024-06-01,5,Commission Income,Income,325014
2024-06-01,5,Claims Paid,Claims,69110
2024-06-01,5,Claims Incurred,Claims,189626
2024-06-01,5,Loss Adjustment Expenses,Claims,157008
2024-06-01,5,Staff Costs,Expense,5426
2024-06-01,5,IT Expenses,Expense,89839
2024-06-01,5,Marketing,Expense,28606
2024-06-01,5,Office Costs,Expense,48832
2024-06-01,5,Depreciation,Expense,29151
2024-06-01,5,Professional Services,Expense,80303
2024-06-01,6,Gross Written Premium,Income,283452
2024-06-01,6,Net Earned Premium,Income,250853
2024-06-01,6,Reinsurance Recoveries,Income,465738
2024-06-01,6,Investment Income,Income,264595
2024-06-01,6,Commission Income,Income,186743
2024-06-01,6,Claims Paid,Claims,95306
2024-06-01,6,Claims Incurred,Claims,230180
2024-06-01,6,Loss Adjustment Expenses,Claims,7204
2024-06-01,6,Staff Costs,Expense,93769
2024-06-01,6,IT Expenses,Expense,88265
2024-06-01,6,Marketing,Expense,32131
2024-06-01,6,Office Costs,Expense,53428
2024-06-01,6,Depreciation,Expense,34870
2024-06-01,6,Professional Services,Expense,50067
2024-06-01,7,Gross Written Premium,Income,461801
2024-06-01,7,Net Earned Premium,Income,248083
2024-06-01,7,Reinsurance Recoveries,Income,122217
2024-06-01,7,Investment Income,Income,424823
2024-06-01,7,Commission Income,Income,428184
2024-06-01,7,Claims Paid,Claims,103934
2024-06-01,7,Claims Incurred,Claims,147980
2024-06-01,7,Loss Adjustment Expenses,Claims,214329
2024-06-01,7,Staff Costs,Expense,62215
2024-06-01,7,IT Expenses,Expense,56835
2024-06-01,7,Marketing,Expense,50429
2024-06-01,7,Office Costs,Expense,83152
2024-06-01,7,Depreciation,Expense,39458
2024-06-01,7,Professional Services,Expense,47169
2024-06-01,8,Gross Written Premium,Income,148731
2024-06-01,8,Net Earned Premium,Income,463830
2024-06-01,8,Reinsurance Recoveries,Income,249977
2024-06-01,8,Investment Income,Income,349384
2024-06-01,8,Commission Income,Income,436009
2024-06-01,8,Claims Paid,Claims,118688
2024-06-01,8,Claims Incurred,Claims,225460
2024-06-01,8,Loss Adjustment Expenses,Claims,191823
2024-06-01,8,Staff Costs,Expense,79915
2024-06-01,8,IT Expenses,Expense,55254
2024-06-01,8,Marketing,Expense,8006
2024-06-01,8,Office Costs,Expense,75218
2024-06-01,8,Depreciation,Expense,66344
2024-06-01,8,Professional Services,Expense,34840
2024-06-01,9,Gross Written Premium,Income,42430
2024-06-01,9,Net Earned Premium,Income,33091
2024-06-01,9,Reinsurance Recoveries,Income,267125
2024-06-01,9,Investment Income,Income,436199
2024-06-01,9,Commission Income,Income,33989
2024-06-01,9,Claims Paid,Claims,80451
2024-06-01,9,Claims Incurred,Claims,23990
2024-06-01,9,Loss Adjustment Expenses,Claims,255541
2024-06-01,9,Staff Costs,Expense,37081
2024-06-01,9,IT Expenses,Expense,12033
2024-06-01,9,Marketing,Expense,17241
2024-06-01,9,Office Costs,Expense,6939
2024-06-01,9,Depreciation,Expense,48562
2024-06-01,9,Professional Services,Expense,36063
2024-06-01,10,Gross Written Premium,Income,217793
2024-06-01,10,Net Earned Premium,Income,168117
2024-06-01,10,Reinsurance Recoveries,Income,447985
2024-06-01,10,Investment Income,Income,319262
2024-06-01,10,Commission Income,Income,94703
2024-06-01,10,Claims Paid,Claims,240796
2024-06-01,10,Claims Incurred,Claims,133557
2024-06-01,10,Loss Adjustment Expenses,Claims,294220
2024-06-01,10,Staff Costs,Expense,65805
2024-06-01,10,IT Expenses,Expense,45605
2024-06-01,10,Marketing,Expense,85565
2024-06-01,10,Office Costs,Expense,89509
2024-06-01,10,Depreciation,Expense,40121
2024-06-01,10,Professional Services,Expense,66101
2024-07-01,1,Gross Written Premium,Income,303577
2024-07-01,1,Net Earned Premium,Income,53309
2024-07-01,1,Reinsurance Recoveries,Income,339612
2024-07-01,1,Investment Income,Income,447470
2024-07-01,1,Commission Income,Income,339437
2024-07-01,1,Claims Paid,Claims,48527
2024-07-01,1,Claims Incurred,Claims,229490
2024-07-01,1,Loss Adjustment Expenses,Claims,144883
2024-07-01,1,Staff Costs,Expense,94344
2024-07-01,1,IT Expenses,Expense,25272
2024-07-01,1,Marketing,Expense,94935
2024-07-01,1,Office Costs,Expense,73010
2024-07-01,1,Depreciation,Expense,93492
2024-07-01,1,Professional Services,Expense,48153
2024-07-01,2,Gross Written Premium,Income,118042
2024-07-01,2,Net Earned Premium,Income,64110
2024-07-01,2,Reinsurance Recoveries,Income,155051
2024-07-01,2,Investment Income,Income,251131
2024-07-01,2,Commission Income,Income,249173
2024-07-01,2,Claims Paid,Claims,33328
2024-07-01,2,Claims Incurred,Claims,117911
2024-07-01,2,Loss Adjustment Expenses,Claims,280011
2024-07-01,2,Staff Costs,Expense,60234
2024-07-01,2,IT Expenses,Expense,26851
2024-07-01,2,Marketing,Expense,32279
2024-07-01,2,Office Costs,Expense,97063
2024-07-01,2,Depreciation,Expense,74402
2024-07-01,2,Professional Services,Expense,16449
2024-07-01,3,Gross Written Premium,Income,348365
2024-07-01,3,Net Earned Premium,Income,361224
2024-07-01,3,Reinsurance Recoveries,Income,15451
2024-07-01,3,Investment Income,Income,97178
2024-07-01,3,Commission Income,Income,444532
2024-07-01,3,Claims Paid,Claims,241562
2024-07-01,3,Claims Incurred,Claims,128765
2024-07-01,3,Loss Adjustment Expenses,Claims,133389
2024-07-01,3,Staff Costs,Expense,59627
2024-07-01,3,IT Expenses,Expense,67155
2024-07-01,3,Marketing,Expense,26372
2024-07-01,3,Office Costs,Expense,4642
2024-07-01,3,Depreciation,Expense,29001
2024-07-01,3,Professional Services,Expense,35064
2024-07-01,4,Gross Written Premium,Income,235898
2024-07-01,4,Net Earned Premium,Income,286266
2024-07-01,4,Reinsurance Recoveries,Income,428036
2024-07-01,4,Investment Income,Income,78431
2024-07-01,4,Commission Income,Income,65745
2024-07-01,4,Claims Paid,Claims,55081
2024-07-01,4,Claims Incurred,Claims,221204
2024-07-01,4,Loss Adjustment Expenses,Claims,81253
2024-07-01,4,Staff Costs,Expense,37191
2024-07-01,4,IT Expenses,Expense,11211
2024-07-01,4,Marketing,Expense,64069
2024-07-01,4,Office Costs,Expense,89896
2024-07-01,4,Depreciation,Expense,57746
2024-07-01,4,Professional Services,Expense,22542
2024-07-01,5,Gross Written Premium,Income,434528
2024-07-01,5,Net Earned Premium,Income,448458
2024-07-01,5,Reinsurance Recoveries,Income,374115
2024-07-01,5,Investment Income,Income,103783
2024-07-01,5,Commission Income,Income,135681
2024-07-01,5,Claims Paid,Claims,92893
2024-07-01,5,Claims Incurred,Claims,163763
2024-07-01,5,Loss Adjustment Expenses,Claims,82960
2024-07-01,5,Staff Costs,Expense,85388
2024-07-01,5,IT Expenses,Expense,23601
2024-07-01,5,Marketing,Expense,19020
2024-07-01,5,Office Costs,Expense,9155
2024-07-01,5,Depreciation,Expense,70119
2024-07-01,5,Professional Services,Expense,82051
2024-07-01,6,Gross Written Premium,Income,177849
2024-07-01,6,Net Earned Premium,Income,291854
2024-07-01,6,Reinsurance Recoveries,Income,380858
2024-07-01,6,Investment Income,Income,165604
2024-07-01,6,Commission Income,Income,138727
2024-07-01,6,Claims Paid,Claims,68227
2024-07-01,6,Claims Incurred,Claims,141039
2024-07-01,6,Loss Adjustment Expenses,Claims,89289
2024-07-01,6,Staff Costs,Expense,21022
2024-07-01,6,IT Expenses,Expense,44463
2024-07-01,6,Marketing,Expense,75671
2024-07-01,6,Office Costs,Expense,6722
2024-07-01,6,Depreciation,Expense,28413
2024-07-01,6,Professional Services,Expense,93772
2024-07-01,7,Gross Written Premium,Income,353194
2024-07-01,7,Net Earned Premium,Income,243820
2024-07-01,7,Reinsurance Recoveries,Income,246994
2024-07-01,7,Investment Income,Income,489083
2024-07-01,7,Commission Income,Income,355740
2024-07-01,7,Claims Paid,Claims,73323
2024-07-01,7,Claims Incurred,Claims,290960
2024-07-01,7,Loss Adjustment Expenses,Claims,45695
2024-07-01,7,Staff Costs,Expense,20702
2024-07-01,7,IT Expenses,Expense,26242
2024-07-01,7,Marketing,Expense,56841
2024-07-01,7,Office Costs,Expense,68712
2024-07-01,7,Depreciation,Expense,86663
2024-07-01,7,Professional Services,Expense,93764
2024-07-01,8,Gross Written Premium,Income,456790
2024-07-01,8,Net Earned Premium,Income,95744
2024-07-01,8,Reinsurance Recoveries,Income,300626
2024-07-01,8,Investment Income,Income,19171
2024-07-01,8,Commission Income,Income,110755
2024-07-01,8,Claims Paid,Claims,113125
2024-07-01,8,Claims Incurred,Claims,8696
2024-07-01,8,Loss Adjustment Expenses,Claims,131310
2024-07-01,8,Staff Costs,Expense,21058
2024-07-01,8,IT Expenses,Expense,21313
2024-07-01,8,Marketing,Expense,20149
2024-07-01,8,Office Costs,Expense,54521
2024-07-01,8,Depreciation,Expense,46740
2024-07-01,8,Professional Services,Expense,5956
2024-07-01,9,Gross Written Premium,Income,478947
2024-07-01,9,Net Earned Premium,Income,485828
2024-07-01,9,Reinsurance Recoveries,Income,258922
2024-07-01,9,Investment Income,Income,338785
2024-07-01,9,Commission Income,Income,73811
2024-07-01,9,Claims Paid,Claims,187385
2024-07-01,9,Claims Incurred,Claims,68232
2024-07-01,9,Loss Adjustment Expenses,Claims,282561
2024-07-01,9,Staff Costs,Expense,25729
2024-07-01,9,IT Expenses,Expense,31099
2024-07-01,9,Marketing,Expense,99134
2024-07-01,9,Office Costs,Expense,30961
2024-07-01,9,Depreciation,Expense,13602
2024-07-01,9,Professional Services,Expense,10256
2024-07-01,10,Gross Written Premium,Income,489336
2024-07-01,10,Net Earned Premium,Income,253588
2024-07-01,10,Reinsurance Recoveries,Income,44681
2024-07-01,10,Investment Income,Income,101328
2024-07-01,10,Commission Income,Income,228512
2024-07-01,10,Claims Paid,Claims,39540
2024-07-01,10,Claims Incurred,Claims,162608
2024-07-01,10,Loss Adjustment Expenses,Claims,89700
2024-07-01,10,Staff Costs,Expense,64043
2024-07-01,10,IT Expenses,Expense,79532
2024-07-01,10,Marketing,Expense,57575
2024-07-01,10,Office Costs,Expense,3871
2024-07-01,10,Depreciation,Expense,47002
2024-07-01,10,Professional Services,Expense,50812
2024-08-01,1,Gross Written Premium,Income,425842
2024-08-01,1,Net Earned Premium,Income,201051
2024-08-01,1,Reinsurance Recoveries,Income,479273
2024-08-01,1,Investment Income,Income,267906
2024-08-01,1,Commission Income,Income,118946
2024-08-01,1,Claims Paid,Claims,71668
2024-08-01,1,Claims Incurred,Claims,104003
2024-08-01,1,Loss Adjustment Expenses,Claims,216142
2024-08-01,1,Staff Costs,Expense,90390
2024-08-01,1,IT Expenses,Expense,43998
2024-08-01,1,Marketing,Expense,64814
2024-08-01,1,Office Costs,Expense,46607
2024-08-01,1,Depreciation,Expense,8812
2024-08-01,1,Professional Services,Expense,62844
2024-08-01,2,Gross Written Premium,Income,211165
2024-08-01,2,Net Earned Premium,Income,405395
2024-08-01,2,Reinsurance Recoveries,Income,184870
2024-08-01,2,Investment Income,Income,84601
2024-08-01,2,Commission Income,Income,411491
2024-08-01,2,Claims Paid,Claims,287844
2024-08-01,2,Claims Incurred,Claims,262927
2024-08-01,2,Loss Adjustment Expenses,Claims,178423
2024-08-01,2,Staff Costs,Expense,94330
2024-08-01,2,IT Expenses,Expense,95319
2024-08-01,2,Marketing,Expense,83534
2024-08-01,2,Office Costs,Expense,14869
2024-08-01,2,Depreciation,Expense,61315
2024-08-01,2,Professional Services,Expense,94688
2024-08-01,3,Gross Written Premium,Income,424170
2024-08-01,3,Net Earned Premium,Income,172627
2024-08-01,3,Reinsurance Recoveries,Income,335497
2024-08-01,3,Investment Income,Income,485406
2024-08-01,3,Commission Income,Income,448242
2024-08-01,3,Claims Paid,Claims,183048
2024-08-01,3,Claims Incurred,Claims,50095
2024-08-01,3,Loss Adjustment Expenses,Claims,150342
2024-08-01,3,Staff Costs,Expense,31908
2024-08-01,3,IT Expenses,Expense,16523
2024-08-01,3,Marketing,Expense,63433
2024-08-01,3,Office Costs,Expense,48068
2024-08-01,3,Depreciation,Expense,20991
2024-08-01,3,Professional Services,Expense,11775
2024-08-01,4,Gross Written Premium,Income,481017
2024-08-01,4,Net Earned Premium,Income,357139
2024-08-01,4,Reinsurance Recoveries,Income,464466
2024-08-01,4,Investment Income,Income,157745
2024-08-01,4,Commission Income,Income,132808
2024-08-01,4,Claims Paid,Claims,163128
2024-08-01,4,Claims Incurred,Claims,142686
2024-08-01,4,Loss Adjustment Expenses,Claims,12415
2024-08-01,4,Staff Costs,Expense,89691
2024-08-01,4,IT Expenses,Expense,44884
2024-08-01,4,Marketing,Expense,17964
2024-08-01,4,Office Costs,Expense,38726
2024-08-01,4,Depreciation,Expense,38044
2024-08-01,4,Professional Services,Expense,58149
2024-08-01,5,Gross Written Premium,Income,178616
2024-08-01,5,Net Earned Premium,Income,59976
2024-08-01,5,Reinsurance Recoveries,Income,435468
2024-08-01,5,Investment Income,Income,275976
2024-08-01,5,Commission Income,Income,231883
2024-08-01,5,Claims Paid,Claims,216509
2024-08-01,5,Claims Incurred,Claims,244241
2024-08-01,5,Loss Adjustment Expenses,Claims,224526
2024-08-01,5,Staff Costs,Expense,86076
2024-08-01,5,IT Expenses,Expense,78116
2024-08-01,5,Marketing,Expense,54459
2024-08-01,5,Office Costs,Expense,39402
2024-08-01,5,Depreciation,Expense,58727
2024-08-01,5,Professional Services,Expense,39578
2024-08-01,6,Gross Written Premium,Income,100453
2024-08-01,6,Net Earned Premium,Income,425534
2024-08-01,6,Reinsurance Recoveries,Income,347859
2024-08-01,6,Investment Income,Income,218859
2024-08-01,6,Commission Income,Income,121435
2024-08-01,6,Claims Paid,Claims,221101
2024-08-01,6,Claims Incurred,Claims,156538
2024-08-01,6,Loss Adjustment Expenses,Claims,50475
2024-08-01,6,Staff Costs,Expense,61142
2024-08-01,6,IT Expenses,Expense,86160
2024-08-01,6,Marketing,Expense,27564
2024-08-01,6,Office Costs,Expense,23412
2024-08-01,6,Depreciation,Expense,94526
2024-08-01,6,Professional Services,Expense,52001
2024-08-01,7,Gross Written Premium,Income,329793
2024-08-01,7,Net Earned Premium,Income,202029
2024-08-01,7,Reinsurance Recoveries,Income,438733
2024-08-01,7,Investment Income,Income,154228
2024-08-01,7,Commission Income,Income,426280
2024-08-01,7,Claims Paid,Claims,30711
2024-08-01,7,Claims Incurred,Claims,35106
2024-08-01,7,Loss Adjustment Expenses,Claims,222583
2024-08-01,7,Staff Costs,Expense,8214
2024-08-01,7,IT Expenses,Expense,97117
2024-08-01,7,Marketing,Expense,86731
2024-08-01,7,Office Costs,Expense,28127
2024-08-01,7,Depreciation,Expense,6141
2024-08-01,7,Professional Services,Expense,29884
2024-08-01,8,Gross Written Premium,Income,493637
2024-08-01,8,Net Earned Premium,Income,274852
2024-08-01,8,Reinsurance Recoveries,Income,290519
2024-08-01,8,Investment Income,Income,25088
2024-08-01,8,Commission Income,Income,329759
2024-08-01,8,Claims Paid,Claims,181118
2024-08-01,8,Claims Incurred,Claims,277158
2024-08-01,8,Loss Adjustment Expenses,Claims,200497
2024-08-01,8,Staff Costs,Expense,4273
2024-08-01,8,IT Expenses,Expense,48135
2024-08-01,8,Marketing,Expense,31881
2024-08-01,8,Office Costs,Expense,98022
2024-08-01,8,Depreciation,Expense,79077
2024-08-01,8,Professional Services,Expense,9712
2024-08-01,9,Gross Written Premium,Income,215776
2024-08-01,9,Net Earned Premium,Income,325018
2024-08-01,9,Reinsurance Recoveries,Income,79087
2024-08-01,9,Investment Income,Income,284441
2024-08-01,9,Commission Income,Income,250341
2024-08-01,9,Claims Paid,Claims,294272
2024-08-01,9,Claims Incurred,Claims,73368
2024-08-01,9,Loss Adjustment Expenses,Claims,224571
2024-08-01,9,Staff Costs,Expense,79958
2024-08-01,9,IT Expenses,Expense,33920
2024-08-01,9,Marketing,Expense,12156
2024-08-01,9,Office Costs,Expense,12108
2024-08-01,9,Depreciation,Expense,32845
2024-08-01,9,Professional Services,Expense,3800
2024-08-01,10,Gross Written Premium,Income,269904
2024-08-01,10,Net Earned Premium,Income,445928
2024-08-01,10,Reinsurance Recoveries,Income,405826
2024-08-01,10,Investment Income,Income,87603
2024-08-01,10,Commission Income,Income,43872
2024-08-01,10,Claims Paid,Claims,277872
2024-08-01,10,Claims Incurred,Claims,287727
2024-08-01,10,Loss Adjustment Expenses,Claims,90774
2024-08-01,10,Staff Costs,Expense,8263
2024-08-01,10,IT Expenses,Expense,68450
2024-08-01,10,Marketing,Expense,90285
2024-08-01,10,Office Costs,Expense,20456
2024-08-01,10,Depreciation,Expense,92118
2024-08-01,10,Professional Services,Expense,66942
2024-09-01,1,Gross Written Premium,Income,23689
2024-09-01,1,Net Earned Premium,Income,436150
2024-09-01,1,Reinsurance Recoveries,Income,43276
2024-09-01,1,Investment Income,Income,111968
2024-09-01,1,Commission Income,Income,423089
2024-09-01,1,Claims Paid,Claims,280194
2024-09-01,1,Claims Incurred,Claims,71216
2024-09-01,1,Loss Adjustment Expenses,Claims,220516
2024-09-01,1,Staff Costs,Expense,85040
2024-09-01,1,IT Expenses,Expense,22644
2024-09-01,1,Marketing,Expense,63021
2024-09-01,1,Office Costs,Expense,38125
2024-09-01,1,Depreciation,Expense,67899
2024-09-01,1,Professional Services,Expense,43291
2024-09-01,2,Gross Written Premium,Income,438276
2024-09-01,2,Net Earned Premium,Income,404754
2024-09-01,2,Reinsurance Recoveries,Income,439392
2024-09-01,2,Investment Income,Income,313664
2024-09-01,2,Commission Income,Income,35675
2024-09-01,2,Claims Paid,Claims,154359
2024-09-01,2,Claims Incurred,Claims,267318
2024-09-01,2,Loss Adjustment Expenses,Claims,97268
2024-09-01,2,Staff Costs,Expense,35998
2024-09-01,2,IT Expenses,Expense,54312
2024-09-01,2,Marketing,Expense,13112
2024-09-01,2,Office Costs,Expense,76225
2024-09-01,2,Depreciation,Expense,45814
2024-09-01,2,Professional Services,Expense,86091
2024-09-01,3,Gross Written Premium,Income,322863
2024-09-01,3,Net Earned Premium,Income,139887
2024-09-01,3,Reinsurance Recoveries,Income,306063
2024-09-01,3,Investment Income,Income,345299
2024-09-01,3,Commission Income,Income,343713
2024-09-01,3,Claims Paid,Claims,206554
2024-09-01,3,Claims Incurred,Claims,291762
2024-09-01,3,Loss Adjustment Expenses,Claims,39675
2024-09-01,3,Staff Costs,Expense,19919
2024-09-01,3,IT Expenses,Expense,5173
2024-09-01,3,Marketing,Expense,27400
2024-09-01,3,Office Costs,Expense,51445
2024-09-01,3,Depreciation,Expense,71305
2024-09-01,3,Professional Services,Expense,38564
2024-09-01,4,Gross Written Premium,Income,449030
2024-09-01,4,Net Earned Premium,Income,482963
2024-09-01,4,Reinsurance Recoveries,Income,98791
2024-09-01,4,Investment Income,Income,169034
2024-09-01,4,Commission Income,Income,488108
2024-09-01,4,Claims Paid,Claims,75533
2024-09-01,4,Claims Incurred,Claims,192256
2024-09-01,4,Loss Adjustment Expenses,Claims,146650
2024-09-01,4,Staff Costs,Expense,19624
2024-09-01,4,IT Expenses,Expense,40194
2024-09-01,4,Marketing,Expense,1389
2024-09-01,4,Office Costs,Expense,68391
2024-09-01,4,Depreciation,Expense,14794
2024-09-01,4,Professional Services,Expense,59002
2024-09-01,5,Gross Written Premium,Income,307675
2024-09-01,5,Net Earned Premium,Income,193887
2024-09-01,5,Reinsurance Recoveries,Income,14986
2024-09-01,5,Investment Income,Income,304442
2024-09-01,5,Commission Income,Income,273625
2024-09-01,5,Claims Paid,Claims,205339
2024-09-01,5,Claims Incurred,Claims,126950
2024-09-01,5,Loss Adjustment Expenses,Claims,130355
2024-09-01,5,Staff Costs,Expense,28798
2024-09-01,5,IT Expenses,Expense,92649
2024-09-01,5,Marketing,Expense,65887
2024-09-01,5,Office Costs,Expense,20477
2024-09-01,5,Depreciation,Expense,18266
2024-09-01,5,Professional Services,Expense,87328
2024-09-01,6,Gross Written Premium,Income,227060
2024-09-01,6,Net Earned Premium,Income,399959
2024-09-01,6,Reinsurance Recoveries,Income,446742
2024-09-01,6,Investment Income,Income,399570
2024-09-01,6,Commission Income,Income,415105
2024-09-01,6,Claims Paid,Claims,291479
2024-09-01,6,Claims Incurred,Claims,278586
2024-09-01,6,Loss Adjustment Expenses,Claims,111464
2024-09-01,6,Staff Costs,Expense,1112
2024-09-01,6,IT Expenses,Expense,88051
2024-09-01,6,Marketing,Expense,20581
2024-09-01,6,Office Costs,Expense,60722
2024-09-01,6,Depreciation,Expense,93036
2024-09-01,6,Professional Services,Expense,98562
2024-09-01,7,Gross Written Premium,Income,157595
2024-09-01,7,Net Earned Premium,Income,339104
2024-09-01,7,Reinsurance Recoveries,Income,258709
2024-09-01,7,Investment Income,Income,291696
2024-09-01,7,Commission Income,Income,151880
2024-09-01,7,Claims Paid,Claims,240419
2024-09-01,7,Claims Incurred,Claims,159692
2024-09-01,7,Loss Adjustment Expenses,Claims,268031
2024-09-01,7,Staff Costs,Expense,32802
