Year,Month,DepartmentID,Account,BudgetAmount
2023,5,10,Loss Adjustment Expenses,380233
2023,5,10,Staff Costs,16049
2023,5,10,IT Expenses,399002
2023,5,10,Marketing,166771
2023,5,10,Office Costs,389928
2023,5,10,Depreciation,314835
2023,5,10,Professional Services,173112
2023,6,1,Gross Written Premium,254527
2023,6,1,Net Earned Premium,229062
2023,6,1,Reinsurance Recoveries,62986
2023,6,1,Investment Income,159672
2023,6,1,Commission Income,361918
2023,6,1,Claims Paid,226849
2023,6,1,Claims Incurred,221775
2023,6,1,Loss Adjustment Expenses,110315
2023,6,1,Staff Costs,324348
2023,6,1,IT Expenses,287229
2023,6,1,Marketing,182926
2023,6,1,Office Costs,220341
2023,6,1,Depreciation,175851
2023,6,1,Professional Services,192279
2023,6,2,Gross Written Premium,230687
2023,6,2,Net Earned Premium,301124
2023,6,2,Reinsurance Recoveries,323261
2023,6,2,Investment Income,150213
2023,6,2,Commission Income,145416
2023,6,2,Claims Paid,20896
2023,6,2,Claims Incurred,94353
2023,6,2,Loss Adjustment Expenses,34813
2023,6,2,Staff Costs,220503
2023,6,2,IT Expenses,70679
2023,6,2,Marketing,146753
2023,6,2,Office Costs,208975
2023,6,2,Depreciation,270372
2023,6,2,Professional Services,214755
2023,6,3,Gross Written Premium,278541
2023,6,3,Net Earned Premium,304155
2023,6,3,Reinsurance Recoveries,84183
2023,6,3,Investment Income,360398
2023,6,3,Commission Income,47317
2023,6,3,Claims Paid,183986
2023,6,3,Claims Incurred,220705
2023,6,3,Loss Adjustment Expenses,369633
2023,6,3,Staff Costs,181326
2023,6,3,IT Expenses,307240
2023,6,3,Marketing,320929
2023,6,3,Office Costs,57344
2023,6,3,Depreciation,251060
2023,6,3,Professional Services,387526
2023,6,4,Gross Written Premium,204618
2023,6,4,Net Earned Premium,164484
2023,6,4,Reinsurance Recoveries,115489
2023,6,4,Investment Income,263667
2023,6,4,Commission Income,16549
2023,6,4,Claims Paid,30739
2023,6,4,Claims Incurred,288353
2023,6,4,Loss Adjustment Expenses,112051
2023,6,4,Staff Costs,20116
2023,6,4,IT Expenses,25045
2023,6,4,Marketing,40709
2023,6,4,Office Costs,310761
2023,6,4,Depreciation,162977
2023,6,4,Professional Services,208675
2023,6,5,Gross Written Premium,234167
2023,6,5,Net Earned Premium,386923
2023,6,5,Reinsurance Recoveries,310063
2023,6,5,Investment Income,350665
2023,6,5,Commission Income,224222
2023,6,5,Claims Paid,194518
2023,6,5,Claims Incurred,188500
2023,6,5,Loss Adjustment Expenses,273591
2023,6,5,Staff Costs,10499
2023,6,5,IT Expenses,44041
2023,6,5,Marketing,298459
2023,6,5,Office Costs,137371
2023,6,5,Depreciation,387650
2023,6,5,Professional Services,141066
2023,6,6,Gross Written Premium,231486
2023,6,6,Net Earned Premium,217235
2023,6,6,Reinsurance Recoveries,262831
2023,6,6,Investment Income,358791
2023,6,6,Commission Income,299499
2023,6,6,Claims Paid,340949
2023,6,6,Claims Incurred,335511
2023,6,6,Loss Adjustment Expenses,377050
2023,6,6,Staff Costs,384553
2023,6,6,IT Expenses,344499
2023,6,6,Marketing,121220
2023,6,6,Office Costs,226421
2023,6,6,Depreciation,354317
2023,6,6,Professional Services,269140
2023,6,7,Gross Written Premium,256071
2023,6,7,Net Earned Premium,311531
2023,6,7,Reinsurance Recoveries,8089
2023,6,7,Investment Income,365971
2023,6,7,Commission Income,287803
2023,6,7,Claims Paid,312322
2023,6,7,Claims Incurred,100965
2023,6,7,Loss Adjustment Expenses,86268
2023,6,7,Staff Costs,352186
2023,6,7,IT Expenses,373615
2023,6,7,Marketing,206798
2023,6,7,Office Costs,337255
2023,6,7,Depreciation,242103
2023,6,7,Professional Services,249754
2023,6,8,Gross Written Premium,170637
2023,6,8,Net Earned Premium,367579
2023,6,8,Reinsurance Recoveries,94242
2023,6,8,Investment Income,380348
2023,6,8,Commission Income,158956
2023,6,8,Claims Paid,284343
2023,6,8,Claims Incurred,65038
2023,6,8,Loss Adjustment Expenses,62786
2023,6,8,Staff Costs,376780
2023,6,8,IT Expenses,241042
2023,6,8,Marketing,316438
2023,6,8,Office Costs,214087
2023,6,8,Depreciation,170250
2023,6,8,Professional Services,267678
2023,6,9,Gross Written Premium,358972
2023,6,9,Net Earned Premium,303276
2023,6,9,Reinsurance Recoveries,382864
2023,6,9,Investment Income,303254
2023,6,9,Commission Income,194826
2023,6,9,Claims Paid,330724
2023,6,9,Claims Incurred,331160
2023,6,9,Loss Adjustment Expenses,51233
2023,6,9,Staff Costs,397007
2023,6,9,IT Expenses,202780
2023,6,9,Marketing,229522
2023,6,9,Office Costs,111311
2023,6,9,Depreciation,39409
2023,6,9,Professional Services,251231
2023,6,10,Gross Written Premium,291198
2023,6,10,Net Earned Premium,34709
2023,6,10,Reinsurance Recoveries,114321
2023,6,10,Investment Income,5363
2023,6,10,Commission Income,277502
2023,6,10,Claims Paid,50689
2023,6,10,Claims Incurred,269080
2023,6,10,Loss Adjustment Expenses,379416
2023,6,10,Staff Costs,96074
2023,6,10,IT Expenses,180037
2023,6,10,Marketing,213606
2023,6,10,Office Costs,5882
2023,6,10,Depreciation,372371
2023,6,10,Professional Services,259822
2023,7,1,Gross Written Premium,130865
2023,7,1,Net Earned Premium,128745
2023,7,1,Reinsurance Recoveries,33885
2023,7,1,Investment Income,176128
2023,7,1,Commission Income,196313
2023,7,1,Claims Paid,365466
2023,7,1,Claims Incurred,335763
2023,7,1,Loss Adjustment Expenses,26584
2023,7,1,Staff Costs,275665
2023,7,1,IT Expenses,186089
2023,7,1,Marketing,300685
2023,7,1,Office Costs,34063
2023,7,1,Depreciation,75268
2023,7,1,Professional Services,261306
2023,7,2,Gross Written Premium,131218
2023,7,2,Net Earned Premium,385350
2023,7,2,Reinsurance Recoveries,229126
2023,7,2,Investment Income,175635
2023,7,2,Commission Income,175824
2023,7,2,Claims Paid,231305
2023,7,2,Claims Incurred,399890
2023,7,2,Loss Adjustment Expenses,81411
2023,7,2,Staff Costs,114876
2023,7,2,IT Expenses,203153
2023,7,2,Marketing,165212
2023,7,2,Office Costs,145399
2023,7,2,Depreciation,28331
2023,7,2,Professional Services,28004
2023,7,3,Gross Written Premium,243441
2023,7,3,Net Earned Premium,386387
2023,7,3,Reinsurance Recoveries,194167
2023,7,3,Investment Income,330361
2023,7,3,Commission Income,94044
2023,7,3,Claims Paid,276189
2023,7,3,Claims Incurred,287260
2023,7,3,Loss Adjustment Expenses,23667
2023,7,3,Staff Costs,342201
2023,7,3,IT Expenses,79205
2023,7,3,Marketing,32302
2023,7,3,Office Costs,167007
2023,7,3,Depreciation,77534
2023,7,3,Professional Services,230414
2023,7,4,Gross Written Premium,167696
2023,7,4,Net Earned Premium,18440
2023,7,4,Reinsurance Recoveries,378145
2023,7,4,Investment Income,313645
2023,7,4,Commission Income,399485
2023,7,4,Claims Paid,275012
2023,7,4,Claims Incurred,166323
2023,7,4,Loss Adjustment Expenses,345053
2023,7,4,Staff Costs,89523
2023,7,4,IT Expenses,174801
2023,7,4,Marketing,20734
2023,7,4,Office Costs,178501
2023,7,4,Depreciation,177409
2023,7,4,Professional Services,350744
2023,7,5,Gross Written Premium,275577
2023,7,5,Net Earned Premium,145183
2023,7,5,Reinsurance Recoveries,108986
2023,7,5,Investment Income,330897
2023,7,5,Commission Income,118783
2023,7,5,Claims Paid,216655
2023,7,5,Claims Incurred,288895
2023,7,5,Loss Adjustment Expenses,152525
2023,7,5,Staff Costs,221916
2023,7,5,IT Expenses,166149
2023,7,5,Marketing,244654
2023,7,5,Office Costs,194216
2023,7,5,Depreciation,315714
2023,7,5,Professional Services,182169
2023,7,6,Gross Written Premium,291647
2023,7,6,Net Earned Premium,138851
2023,7,6,Reinsurance Recoveries,353984
2023,7,6,Investment Income,136827
2023,7,6,Commission Income,306407
2023,7,6,Claims Paid,375635
2023,7,6,Claims Incurred,322231
2023,7,6,Loss Adjustment Expenses,56482
2023,7,6,Staff Costs,127989
2023,7,6,IT Expenses,307259
2023,7,6,Marketing,281393
2023,7,6,Office Costs,249255
2023,7,6,Depreciation,115361
2023,7,6,Professional Services,291744
2023,7,7,Gross Written Premium,304850
2023,7,7,Net Earned Premium,286366
2023,7,7,Reinsurance Recoveries,366185
2023,7,7,Investment Income,371648
2023,7,7,Commission Income,46139
2023,7,7,Claims Paid,119919
2023,7,7,Claims Incurred,252677
2023,7,7,Loss Adjustment Expenses,308446
2023,7,7,Staff Costs,230756
2023,7,7,IT Expenses,354982
2023,7,7,Marketing,144718
2023,7,7,Office Costs,149615
2023,7,7,Depreciation,230568
2023,7,7,Professional Services,158857
2023,7,8,Gross Written Premium,345497
2023,7,8,Net Earned Premium,356136
2023,7,8,Reinsurance Recoveries,318572
2023,7,8,Investment Income,28777
2023,7,8,Commission Income,62939
2023,7,8,Claims Paid,353594
2023,7,8,Claims Incurred,28548
2023,7,8,Loss Adjustment Expenses,130549
2023,7,8,Staff Costs,142799
2023,7,8,IT Expenses,246532
2023,7,8,Marketing,186789
2023,7,8,Office Costs,152764
2023,7,8,Depreciation,36625
2023,7,8,Professional Services,292062
2023,7,9,Gross Written Premium,381970
2023,7,9,Net Earned Premium,119881
2023,7,9,Reinsurance Recoveries,282721
2023,7,9,Investment Income,352299
2023,7,9,Commission Income,116776
2023,7,9,Claims Paid,366390
2023,7,9,Claims Incurred,238996
2023,7,9,Loss Adjustment Expenses,262831
2023,7,9,Staff Costs,217803
2023,7,9,IT Expenses,163761
2023,7,9,Marketing,147226
2023,7,9,Office Costs,362092
2023,7,9,Depreciation,26341
2023,7,9,Professional Services,364698
2023,7,10,Gross Written Premium,210753
2023,7,10,Net Earned Premium,374942
2023,7,10,Reinsurance Recoveries,313474
2023,7,10,Investment Income,254141
2023,7,10,Commission Income,354903
2023,7,10,Claims Paid,204488
2023,7,10,Claims Incurred,261139
2023,7,10,Loss Adjustment Expenses,353951
2023,7,10,Staff Costs,300457
2023,7,10,IT Expenses,314044
2023,7,10,Marketing,83840
2023,7,10,Office Costs,170767
2023,7,10,Depreciation,166297
2023,7,10,Professional Services,353216
2023,8,1,Gross Written Premium,363511
2023,8,1,Net Earned Premium,54156
2023,8,1,Reinsurance Recoveries,213281
2023,8,1,Investment Income,92453
2023,8,1,Commission Income,163901
2023,8,1,Claims Paid,30938
2023,8,1,Claims Incurred,64164
2023,8,1,Loss Adjustment Expenses,204271
2023,8,1,Staff Costs,65282
2023,8,1,IT Expenses,314945
2023,8,1,Marketing,270470
2023,8,1,Office Costs,163666
2023,8,1,Depreciation,120819
2023,8,1,Professional Services,271907
2023,8,2,Gross Written Premium,146900
2023,8,2,Net Earned Premium,314732
2023,8,2,Reinsurance Recoveries,278365
2023,8,2,Investment Income,18569
2023,8,2,Commission Income,232966
2023,8,2,Claims Paid,42860
2023,8,2,Claims Incurred,207630
2023,8,2,Loss Adjustment Expenses,312481
2023,8,2,Staff Costs,149587
2023,8,2,IT Expenses,76695
2023,8,2,Marketing,258078
2023,8,2,Office Costs,247599
2023,8,2,Depreciation,373893
2023,8,2,Professional Services,160976
2023,8,3,Gross Written Premium,196007
2023,8,3,Net Earned Premium,310934
2023,8,3,Reinsurance Recoveries,335724
2023,8,3,Investment Income,10636
2023,8,3,Commission Income,266578
2023,8,3,Claims Paid,344273
2023,8,3,Claims Incurred,288816
2023,8,3,Loss Adjustment Expenses,272956
2023,8,3,Staff Costs,232693
2023,8,3,IT Expenses,5654
2023,8,3,Marketing,59633
2023,8,3,Office Costs,22143
2023,8,3,Depreciation,60934
2023,8,3,Professional Services,334478
2023,8,4,Gross Written Premium,108463
2023,8,4,Net Earned Premium,130851
2023,8,4,Reinsurance Recoveries,34087
2023,8,4,Investment Income,147690
2023,8,4,Commission Income,275590
2023,8,4,Claims Paid,369271
2023,8,4,Claims Incurred,316011
2023,8,4,Loss Adjustment Expenses,327245
2023,8,4,Staff Costs,163272
2023,8,4,IT Expenses,231179
2023,8,4,Marketing,355218
2023,8,4,Office Costs,197537
2023,8,4,Depreciation,222508
2023,8,4,Professional Services,123422
2023,8,5,Gross Written Premium,355036
2023,8,5,Net Earned Premium,224631
2023,8,5,Reinsurance Recoveries,387188
2023,8,5,Investment Income,44148
2023,8,5,Commission Income,350072
2023,8,5,Claims Paid,156770
2023,8,5,Claims Incurred,318804
2023,8,5,Loss Adjustment Expenses,302594
2023,8,5,Staff Costs,192535
2023,8,5,IT Expenses,300901
2023,8,5,Marketing,83012
2023,8,5,Office Costs,373894
2023,8,5,Depreciation,394187
2023,8,5,Professional Services,61116
2023,8,6,Gross Written Premium,149233
2023,8,6,Net Earned Premium,37152
2023,8,6,Reinsurance Recoveries,111379
2023,8,6,Investment Income,231905
2023,8,6,Commission Income,25836
2023,8,6,Claims Paid,226439
2023,8,6,Claims Incurred,191720
2023,8,6,Loss Adjustment Expenses,162403
2023,8,6,Staff Costs,146835
2023,8,6,IT Expenses,336588
2023,8,6,Marketing,98109
2023,8,6,Office Costs,155259
2023,8,6,Depreciation,148029
2023,8,6,Professional Services,87018
2023,8,7,Gross Written Premium,128076
2023,8,7,Net Earned Premium,163177
2023,8,7,Reinsurance Recoveries,399093
2023,8,7,Investment Income,184425
2023,8,7,Commission Income,350932
2023,8,7,Claims Paid,364014
2023,8,7,Claims Incurred,220657
2023,8,7,Loss Adjustment Expenses,350452
2023,8,7,Staff Costs,325057
2023,8,7,IT Expenses,7637
2023,8,7,Marketing,309169
2023,8,7,Office Costs,242989
2023,8,7,Depreciation,237259
2023,8,7,Professional Services,366652
2023,8,8,Gross Written Premium,87464
2023,8,8,Net Earned Premium,295886
2023,8,8,Reinsurance Recoveries,16831
2023,8,8,Investment Income,118768
2023,8,8,Commission Income,251983
2023,8,8,Claims Paid,352236
2023,8,8,Claims Incurred,358023
2023,8,8,Loss Adjustment Expenses,355514
2023,8,8,Staff Costs,393681
2023,8,8,IT Expenses,109824
2023,8,8,Marketing,93741
2023,8,8,Office Costs,23830
2023,8,8,Depreciation,322188
2023,8,8,Professional Services,341092
2023,8,9,Gross Written Premium,74202
2023,8,9,Net Earned Premium,304189
2023,8,9,Reinsurance Recoveries,222394
2023,8,9,Investment Income,207123
2023,8,9,Commission Income,374653
2023,8,9,Claims Paid,162699
2023,8,9,Claims Incurred,282342
2023,8,9,Loss Adjustment Expenses,336665
2023,8,9,Staff Costs,111471
2023,8,9,IT Expenses,296619
2023,8,9,Marketing,241824
2023,8,9,Office Costs,24403
2023,8,9,Depreciation,8681
2023,8,9,Professional Services,358699
2023,8,10,Gross Written Premium,386028
2023,8,10,Net Earned Premium,360266
2023,8,10,Reinsurance Recoveries,120260
2023,8,10,Investment Income,178364
2023,8,10,Commission Income,110386
2023,8,10,Claims Paid,238378
2023,8,10,Claims Incurred,98246
2023,8,10,Loss Adjustment Expenses,100864
2023,8,10,Staff Costs,213886
2023,8,10,IT Expenses,275561
2023,8,10,Marketing,386032
2023,8,10,Office Costs,170837
2023,8,10,Depreciation,341643
2023,8,10,Professional Services,398052
2023,9,1,Gross Written Premium,250160
2023,9,1,Net Earned Premium,192646
2023,9,1,Reinsurance Recoveries,264278
2023,9,1,Investment Income,294819
2023,9,1,Commission Income,261681
2023,9,1,Claims Paid,176635
2023,9,1,Claims Incurred,16332
2023,9,1,Loss Adjustment Expenses,259817
2023,9,1,Staff Costs,286321
2023,9,1,IT Expenses,397704
2023,9,1,Marketing,225326
2023,9,1,Office Costs,204519
2023,9,1,Depreciation,266849
2023,9,1,Professional Services,324248
2023,9,2,Gross Written Premium,351479
2023,9,2,Net Earned Premium,382082
2023,9,2,Reinsurance Recoveries,85730
2023,9,2,Investment Income,242474
2023,9,2,Commission Income,295477
2023,9,2,Claims Paid,288817
2023,9,2,Claims Incurred,381565
2023,9,2,Loss Adjustment Expenses,45870
2023,9,2,Staff Costs,258017
2023,9,2,IT Expenses,132536
2023,9,2,Marketing,338245
2023,9,2,Office Costs,289965
2023,9,2,Depreciation,30494
2023,9,2,Professional Services,104477
2023,9,3,Gross Written Premium,393227
2023,9,3,Net Earned Premium,210232
2023,9,3,Reinsurance Recoveries,379842
2023,9,3,Investment Income,378704
2023,9,3,Commission Income,399051
2023,9,3,Claims Paid,285790
2023,9,3,Claims Incurred,128777
2023,9,3,Loss Adjustment Expenses,82360
2023,9,3,Staff Costs,304479
2023,9,3,IT Expenses,336495
2023,9,3,Marketing,382078
2023,9,3,Office Costs,138501
2023,9,3,Depreciation,309094
2023,9,3,Professional Services,65654
2023,9,4,Gross Written Premium,374566
2023,9,4,Net Earned Premium,377078
2023,9,4,Reinsurance Recoveries,124975
2023,9,4,Investment Income,204215
2023,9,4,Commission Income,358330
2023,9,4,Claims Paid,371378
2023,9,4,Claims Incurred,107326
2023,9,4,Loss Adjustment Expenses,82527
2023,9,4,Staff Costs,353848
2023,9,4,IT Expenses,171991
2023,9,4,Marketing,101952
2023,9,4,Office Costs,327926
2023,9,4,Depreciation,338260
2023,9,4,Professional Services,356770
2023,9,5,Gross Written Premium,151895
2023,9,5,Net Earned Premium,51015
2023,9,5,Reinsurance Recoveries,107877
2023,9,5,Investment Income,282483
2023,9,5,Commission Income,139563
2023,9,5,Claims Paid,398922
2023,9,5,Claims Incurred,102493
2023,9,5,Loss Adjustment Expenses,151800
2023,9,5,Staff Costs,196480
2023,9,5,IT Expenses,396670
2023,9,5,Marketing,126648
2023,9,5,Office Costs,292307
2023,9,5,Depreciation,153790
2023,9,5,Professional Services,92508
2023,9,6,Gross Written Premium,219839
2023,9,6,Net Earned Premium,306763
2023,9,6,Reinsurance Recoveries,279270
2023,9,6,Investment Income,69926
2023,9,6,Commission Income,45633
2023,9,6,Claims Paid,213726
2023,9,6,Claims Incurred,8317
2023,9,6,Loss Adjustment Expenses,312124
2023,9,6,Staff Costs,311259
2023,9,6,IT Expenses,197718
2023,9,6,Marketing,310302
2023,9,6,Office Costs,192035
2023,9,6,Depreciation,185388
2023,9,6,Professional Services,372508
2023,9,7,Gross Written Premium,282648
2023,9,7,Net Earned Premium,204665
2023,9,7,Reinsurance Recoveries,304340
2023,9,7,Investment Income,333082
2023,9,7,Commission Income,324532
2023,9,7,Claims Paid,217369
2023,9,7,Claims Incurred,60501
2023,9,7,Loss Adjustment Expenses,189381
2023,9,7,Staff Costs,32043
2023,9,7,IT Expenses,38635
2023,9,7,Marketing,215387
2023,9,7,Office Costs,85691
2023,9,7,Depreciation,300276
2023,9,7,Professional Services,282510
2023,9,8,Gross Written Premium,98944
2023,9,8,Net Earned Premium,208179
2023,9,8,Reinsurance Recoveries,382411
2023,9,8,Investment Income,44236
2023,9,8,Commission Income,271294
2023,9,8,Claims Paid,378513
2023,9,8,Claims Incurred,286567
2023,9,8,Loss Adjustment Expenses,9137
2023,9,8,Staff Costs,34992
2023,9,8,IT Expenses,377684
2023,9,8,Marketing,120140
2023,9,8,Office Costs,180993
2023,9,8,Depreciation,126225
2023,9,8,Professional Services,334061
2023,9,9,Gross Written Premium,340834
2023,9,9,Net Earned Premium,301379
2023,9,9,Reinsurance Recoveries,215047
2023,9,9,Investment Income,24122
2023,9,9,Commission Income,291100
2023,9,9,Claims Paid,68879
2023,9,9,Claims Incurred,63560
2023,9,9,Loss Adjustment Expenses,377454
2023,9,9,Staff Costs,204757
2023,9,9,IT Expenses,242268
2023,9,9,Marketing,268312
2023,9,9,Office Costs,312268
2023,9,9,Depreciation,171969
2023,9,9,Professional Services,151104
2023,9,10,Gross Written Premium,319941
2023,9,10,Net Earned Premium,302438
2023,9,10,Reinsurance Recoveries,270660
2023,9,10,Investment Income,155823
2023,9,10,Commission Income,35373
2023,9,10,Claims Paid,127026
2023,9,10,Claims Incurred,35270
2023,9,10,Loss Adjustment Expenses,237931
2023,9,10,Staff Costs,200889
2023,9,10,IT Expenses,70184
2023,9,10,Marketing,215765
2023,9,10,Office Costs,42879
2023,9,10,Depreciation,316741
2023,9,10,Professional Services,8626
2023,10,1,Gross Written Premium,90936
2023,10,1,Net Earned Premium,239873
2023,10,1,Reinsurance Recoveries,86515
2023,10,1,Investment Income,213137
2023,10,1,Commission Income,60390
2023,10,1,Claims Paid,228032
2023,10,1,Claims Incurred,59144
2023,10,1,Loss Adjustment Expenses,149454
2023,10,1,Staff Costs,9025
2023,10,1,IT Expenses,346524
2023,10,1,Marketing,259043
2023,10,1,Office Costs,123910
2023,10,1,Depreciation,101055
2023,10,1,Professional Services,393333
2023,10,2,Gross Written Premium,210782
2023,10,2,Net Earned Premium,288539
2023,10,2,Reinsurance Recoveries,277869
2023,10,2,Investment Income,38461
2023,10,2,Commission Income,263072
2023,10,2,Claims Paid,46115
2023,10,2,Claims Incurred,115084
2023,10,2,Loss Adjustment Expenses,350876
2023,10,2,Staff Costs,346701
2023,10,2,IT Expenses,338404
2023,10,2,Marketing,164762
2023,10,2,Office Costs,268551
2023,10,2,Depreciation,78568
2023,10,2,Professional Services,63560
2023,10,3,Gross Written Premium,153866
2023,10,3,Net Earned Premium,155953
2023,10,3,Reinsurance Recoveries,222364
2023,10,3,Investment Income,241770
2023,10,3,Commission Income,231024
2023,10,3,Claims Paid,185775
2023,10,3,Claims Incurred,96288
2023,10,3,Loss Adjustment Expenses,386164
2023,10,3,Staff Costs,366445
2023,10,3,IT Expenses,254836
2023,10,3,Marketing,19390
2023,10,3,Office Costs,223547
2023,10,3,Depreciation,32307
2023,10,3,Professional Services,232436
2023,10,4,Gross Written Premium,230121
2023,10,4,Net Earned Premium,256063
2023,10,4,Reinsurance Recoveries,29502
2023,10,4,Investment Income,27486
2023,10,4,Commission Income,378957
2023,10,4,Claims Paid,174330
2023,10,4,Claims Incurred,193788
2023,10,4,Loss Adjustment Expenses,233300
2023,10,4,Staff Costs,108920
2023,10,4,IT Expenses,217566
2023,10,4,Marketing,349912
2023,10,4,Office Costs,67785
2023,10,4,Depreciation,81050
2023,10,4,Professional Services,27738
2023,10,5,Gross Written Premium,79231
2023,10,5,Net Earned Premium,78606
2023,10,5,Reinsurance Recoveries,308806
2023,10,5,Investment Income,385457
2023,10,5,Commission Income,232369
2023,10,5,Claims Paid,282267
2023,10,5,Claims Incurred,161688
2023,10,5,Loss Adjustment Expenses,278326
2023,10,5,Staff Costs,357513
2023,10,5,IT Expenses,167403
2023,10,5,Marketing,182170
2023,10,5,Office Costs,31128
2023,10,5,Depreciation,36556
2023,10,5,Professional Services,263470
2023,10,6,Gross Written Premium,157948
2023,10,6,Net Earned Premium,145021
2023,10,6,Reinsurance Recoveries,56962
2023,10,6,Investment Income,95054
2023,10,6,Commission Income,207278
2023,10,6,Claims Paid,29099
2023,10,6,Claims Incurred,240943
2023,10,6,Loss Adjustment Expenses,188683
2023,10,6,Staff Costs,174957
2023,10,6,IT Expenses,320288
2023,10,6,Marketing,201292
2023,10,6,Office Costs,12837
2023,10,6,Depreciation,185427
2023,10,6,Professional Services,183371
2023,10,7,Gross Written Premium,392356
2023,10,7,Net Earned Premium,383824
2023,10,7,Reinsurance Recoveries,253003
2023,10,7,Investment Income,373946
2023,10,7,Commission Income,107413
2023,10,7,Claims Paid,56012
2023,10,7,Claims Incurred,135193
2023,10,7,Loss Adjustment Expenses,223168
2023,10,7,Staff Costs,153178
2023,10,7,IT Expenses,63123
2023,10,7,Marketing,116825
2023,10,7,Office Costs,13720
2023,10,7,Depreciation,173733
2023,10,7,Professional Services,251103
2023,10,8,Gross Written Premium,229970
2023,10,8,Net Earned Premium,229866
2023,10,8,Reinsurance Recoveries,155862
2023,10,8,Investment Income,63655
2023,10,8,Commission Income,195715
2023,10,8,Claims Paid,98448
2023,10,8,Claims Incurred,183446
2023,10,8,Loss Adjustment Expenses,178979
2023,10,8,Staff Costs,186143
2023,10,8,IT Expenses,125507
2023,10,8,Marketing,301956
2023,10,8,Office Costs,316714
2023,10,8,Depreciation,318045
2023,10,8,Professional Services,65186
2023,10,9,Gross Written Premium,127066
2023,10,9,Net Earned Premium,395508
2023,10,9,Reinsurance Recoveries,186323
2023,10,9,Investment Income,201243
2023,10,9,Commission Income,41160
2023,10,9,Claims Paid,24156
2023,10,9,Claims Incurred,81208
2023,10,9,Loss Adjustment Expenses,154001
2023,10,9,Staff Costs,236226
2023,10,9,IT Expenses,246766
2023,10,9,Marketing,200413
2023,10,9,Office Costs,362521
2023,10,9,Depreciation,310007
2023,10,9,Professional Services,217909
2023,10,10,Gross Written Premium,70439
2023,10,10,Net Earned Premium,143266
2023,10,10,Reinsurance Recoveries,207459
2023,10,10,Investment Income,126361
2023,10,10,Commission Income,217986
2023,10,10,Claims Paid,202286
2023,10,10,Claims Incurred,363320
2023,10,10,Loss Adjustment Expenses,34777
2023,10,10,Staff Costs,261427
2023,10,10,IT Expenses,162255
2023,10,10,Marketing,203110
2023,10,10,Office Costs,354345
2023,10,10,Depreciation,186649
2023,10,10,Professional Services,283011
2023,11,1,Gross Written Premium,67501
2023,11,1,Net Earned Premium,150338
2023,11,1,Reinsurance Recoveries,306566
2023,11,1,Investment Income,171280
2023,11,1,Commission Income,126544
2023,11,1,Claims Paid,143439
2023,11,1,Claims Incurred,260230
2023,11,1,Loss Adjustment Expenses,40362
2023,11,1,Staff Costs,255449
2023,11,1,IT Expenses,318732
2023,11,1,Marketing,174357
2023,11,1,Office Costs,131683
2023,11,1,Depreciation,261157
2023,11,1,Professional Services,210827
2023,11,2,Gross Written Premium,207918
2023,11,2,Net Earned Premium,303451
2023,11,2,Reinsurance Recoveries,347424
2023,11,2,Investment Income,323667
2023,11,2,Commission Income,220757
2023,11,2,Claims Paid,112669
2023,11,2,Claims Incurred,213030
2023,11,2,Loss Adjustment Expenses,163998
2023,11,2,Staff Costs,108215
2023,11,2,IT Expenses,103707
2023,11,2,Marketing,97837
2023,11,2,Office Costs,385214
2023,11,2,Depreciation,250847
2023,11,2,Professional Services,232544
2023,11,3,Gross Written Premium,347016
2023,11,3,Net Earned Premium,354880
2023,11,3,Reinsurance Recoveries,272614
2023,11,3,Investment Income,232467
2023,11,3,Commission Income,151025
2023,11,3,Claims Paid,240652
2023,11,3,Claims Incurred,360113
2023,11,3,Loss Adjustment Expenses,96493
2023,11,3,Staff Costs,273667
2023,11,3,IT Expenses,222995
2023,11,3,Marketing,193262
2023,11,3,Office Costs,298313
2023,11,3,Depreciation,50641
2023,11,3,Professional Services,159062
2023,11,4,Gross Written Premium,34661
2023,11,4,Net Earned Premium,149491
2023,11,4,Reinsurance Recoveries,281601
2023,11,4,Investment Income,334744
2023,11,4,Commission Income,108619
2023,11,4,Claims Paid,343246
2023,11,4,Claims Incurred,38085
2023,11,4,Loss Adjustment Expenses,102064
2023,11,4,Staff Costs,186726
2023,11,4,IT Expenses,110723
2023,11,4,Marketing,138114
2023,11,4,Office Costs,337278
2023,11,4,Depreciation,310126
2023,11,4,Professional Services,332329
2023,11,5,Gross Written Premium,38477
2023,11,5,Net Earned Premium,119161
2023,11,5,Reinsurance Recoveries,319853
2023,11,5,Investment Income,164788
2023,11,5,Commission Income,345281
2023,11,5,Claims Paid,303162
2023,11,5,Claims Incurred,144133
2023,11,5,Loss Adjustment Expenses,144681
2023,11,5,Staff Costs,302515
2023,11,5,IT Expenses,246422
2023,11,5,Marketing,350165
2023,11,5,Office Costs,275001
2023,11,5,Depreciation,147692
2023,11,5,Professional Services,13177
2023,11,6,Gross Written Premium,256842
2023,11,6,Net Earned Premium,355722
2023,11,6,Reinsurance Recoveries,94941
2023,11,6,Investment Income,263121
2023,11,6,Commission Income,16826
2023,11,6,Claims Paid,149962
2023,11,6,Claims Incurred,349572
2023,11,6,Loss Adjustment Expenses,131044
2023,11,6,Staff Costs,194103
2023,11,6,IT Expenses,342164
2023,11,6,Marketing,10495
2023,11,6,Office Costs,33481
2023,11,6,Depreciation,147339
2023,11,6,Professional Services,385041
2023,11,7,Gross Written Premium,241774
